Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK,xG/90,xAG/90,xG+xAG,npxG/90,npxG+xAG/90,Year,Team,league,country
Matheus Ferraz,br,DF,33.0,7,7,571,6.3,1,0,1,1,0,0,1,0,1.2,1.2,0.0,1.2,3,12,2,0.16,0.0,0.16,0.16,0.16,0.18,0.01,0.19,0.18,0.19,2019,Fluminense,brasileirao,brasil
Wellington Nem,br,MF,26.0,18,6,737,8.2,1,0,1,1,0,0,3,0,3.8,3.8,0.4,4.2,54,31,76,0.12,0.0,0.12,0.12,0.12,0.47,0.05,0.51,0.47,0.51,2019,Fluminense,brasileirao,brasil
Marcos Felipe,br,GK,22.0,6,6,540,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Fluminense,brasileirao,brasil
Luciano,br,FW,25.0,6,6,518,5.8,2,1,3,2,0,1,3,0,3.9,3.2,1.0,4.1,15,30,21,0.35,0.17,0.52,0.35,0.52,0.69,0.17,0.85,0.55,0.72,2019,Fluminense,brasileirao,brasil
Frazan,br,DF,22.0,11,5,562,6.2,1,0,1,1,0,0,2,2,1.0,1.0,0.0,1.0,1,10,1,0.16,0.0,0.16,0.16,0.16,0.16,0.0,0.16,0.16,0.16,2019,Fluminense,brasileirao,brasil
Rodolfo de Melo,br,GK,27.0,6,5,472,5.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2019,Fluminense,brasileirao,brasil
Bruno Silva,br,MF,32.0,4,4,350,3.9,0,0,0,0,0,0,1,0,0.4,0.1,0.1,0.2,3,11,2,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.14,0.02,0.05,2019,Fluminense,brasileirao,brasil
João Paulo Mior,br,MF,27.0,36,36,2955,32.8,3,2,5,3,0,0,5,0,2.2,2.2,4.3,6.5,44,223,47,0.09,0.06,0.15,0.09,0.15,0.07,0.13,0.2,0.07,0.2,2019,Botafogo RJ,brasileirao,brasil
Gabriel,br,DF,23.0,34,34,3002,33.4,1,1,2,1,0,0,6,0,2.0,2.0,0.6,2.6,21,88,3,0.03,0.03,0.06,0.03,0.06,0.06,0.02,0.08,0.06,0.08,2019,Botafogo RJ,brasileirao,brasil
Cícero Santos,br,MF,34.0,32,32,2795,31.1,3,1,4,3,0,0,9,0,3.6,3.6,1.6,5.3,21,140,18,0.1,0.03,0.13,0.1,0.13,0.12,0.05,0.17,0.12,0.17,2019,Botafogo RJ,brasileirao,brasil
Gatito Fernández,py,GK,30.0,30,30,2655,29.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Botafogo RJ,brasileirao,brasil
Diego Souza,br,FW,33.0,32,30,2623,29.1,7,1,8,4,3,3,7,0,7.3,4.9,4.1,9.0,44,72,143,0.24,0.03,0.27,0.14,0.17,0.25,0.14,0.39,0.17,0.31,2019,Botafogo RJ,brasileirao,brasil
Luiz Fernando,br,MF,22.0,32,27,2114,23.5,1,0,1,1,0,0,7,1,2.4,2.4,1.4,3.7,85,47,183,0.04,0.0,0.04,0.04,0.04,0.1,0.06,0.16,0.1,0.16,2019,Botafogo RJ,brasileirao,brasil
Joel Carli,ar,DF,32.0,25,25,2250,25.0,0,0,0,0,0,0,10,0,0.5,0.5,0.5,1.0,25,60,3,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,2019,Botafogo RJ,brasileirao,brasil
Marcinho,br,DF,22.0,25,23,2102,23.4,1,4,5,1,0,0,2,0,1.1,1.1,3.4,4.5,55,58,137,0.04,0.17,0.21,0.04,0.21,0.05,0.15,0.19,0.05,0.19,2019,Botafogo RJ,brasileirao,brasil
Alex Santana,br,MF,23.0,24,19,1682,18.7,5,1,6,5,0,0,3,0,3.5,3.5,0.8,4.3,46,50,50,0.27,0.05,0.32,0.27,0.32,0.19,0.04,0.23,0.19,0.23,2019,Botafogo RJ,brasileirao,brasil
Fernando Costanza,br,DF,20.0,22,19,1681,18.7,0,1,1,0,0,0,7,0,0.9,0.9,1.2,2.1,34,48,51,0.0,0.05,0.05,0.0,0.05,0.05,0.06,0.11,0.05,0.11,2019,Botafogo RJ,brasileirao,brasil
Gilson,br,DF,32.0,18,18,1507,16.7,0,1,1,0,0,0,5,2,0.2,0.2,1.1,1.3,28,59,55,0.0,0.06,0.06,0.0,0.06,0.01,0.07,0.08,0.01,0.08,2019,Botafogo RJ,brasileirao,brasil
Gustavo Bochecha,br,MF,22.0,21,18,1493,16.6,0,1,1,0,0,0,2,0,1.1,1.1,1.0,2.0,21,104,21,0.0,0.06,0.06,0.0,0.06,0.07,0.06,0.12,0.07,0.12,2019,Botafogo RJ,brasileirao,brasil
Marcelo,br,DF,23.0,17,17,1452,16.1,2,1,3,2,0,0,3,0,1.6,1.6,0.7,2.3,15,41,3,0.12,0.06,0.19,0.12,0.19,0.1,0.04,0.14,0.1,0.14,2019,Botafogo RJ,brasileirao,brasil
Yuri,br,DF,23.0,17,11,1084,12.0,0,0,0,0,0,0,3,0,0.2,0.2,0.8,0.9,16,37,28,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.08,0.01,0.08,2019,Botafogo RJ,brasileirao,brasil
Rodrigo Pimpão,br,MF,31.0,19,11,1008,11.2,0,3,3,0,0,0,6,0,1.1,1.1,2.4,3.6,28,25,91,0.0,0.27,0.27,0.0,0.27,0.1,0.22,0.32,0.1,0.32,2019,Botafogo RJ,brasileirao,brasil
Erik Lima,br,MF,24.0,10,10,822,9.1,1,1,2,1,0,0,2,0,1.7,1.7,0.4,2.2,18,8,48,0.11,0.11,0.22,0.11,0.22,0.19,0.05,0.24,0.19,0.24,2019,Botafogo RJ,brasileirao,brasil
Leonardo Valencia,cl,MF,27.0,21,9,949,10.5,1,1,2,1,0,0,2,0,2.2,2.2,1.0,3.2,12,36,56,0.09,0.09,0.19,0.09,0.19,0.21,0.09,0.3,0.21,0.3,2019,Botafogo RJ,brasileirao,brasil
Diego Cavalieri,br,GK,36.0,9,8,765,8.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Botafogo RJ,brasileirao,brasil
Igor Cássio,br,FW,20.0,12,6,634,7.0,2,0,2,2,0,0,1,0,2.2,2.2,0.4,2.6,11,3,37,0.28,0.0,0.28,0.28,0.28,0.32,0.05,0.37,0.32,0.37,2019,Botafogo RJ,brasileirao,brasil
Rhuan,br,MF,19.0,10,6,597,6.6,1,0,1,1,0,0,1,0,1.3,1.3,0.4,1.7,19,6,59,0.15,0.0,0.15,0.15,0.15,0.2,0.06,0.26,0.2,0.26,2019,Botafogo RJ,brasileirao,brasil
Victor Rangel,br,FW,28.0,14,6,556,6.2,0,0,0,0,0,0,2,0,1.2,1.2,0.1,1.4,10,6,17,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.22,0.2,0.22,2019,Botafogo RJ,brasileirao,brasil
Lucas Barros,br,DF,19.0,12,5,558,6.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,7,11,30,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2019,Botafogo RJ,brasileirao,brasil
Jonathan,br,DF,20.0,5,4,368,4.1,0,2,2,0,0,0,2,0,0.2,0.2,0.6,0.8,2,6,11,0.0,0.49,0.49,0.0,0.49,0.06,0.14,0.2,0.06,0.2,2019,Botafogo RJ,brasileirao,brasil
Lucas Campos,br,FW,21.0,10,3,372,4.1,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,9,11,25,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.11,0.08,0.11,2019,Botafogo RJ,brasileirao,brasil
Diogo Silva,br,GK,32.0,37,36,3285,36.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Ceara,brasileirao,brasil
Fábio Gonçalves,br,MF,32.0,35,35,3121,34.7,1,0,1,1,0,0,9,0,2.0,2.0,1.3,3.3,55,163,64,0.03,0.0,0.03,0.03,0.03,0.06,0.04,0.09,0.06,0.09,2019,Ceara,brasileirao,brasil
Samuel Xavier,br,DF,28.0,33,33,2955,32.8,0,3,3,0,0,0,10,1,1.5,1.5,3.4,5.0,107,252,106,0.0,0.09,0.09,0.0,0.09,0.05,0.1,0.15,0.05,0.15,2019,Ceara,brasileirao,brasil
João Lucas Cardoso,br,DF,27.0,32,31,2769,30.8,1,0,1,1,0,0,3,0,1.0,1.0,3.1,4.1,87,121,164,0.03,0.0,0.03,0.03,0.03,0.03,0.1,0.13,0.03,0.13,2019,Ceara,brasileirao,brasil
Thiago Galhardo,br,FW,29.0,34,31,2664,29.6,12,1,13,9,3,4,4,0,13.6,10.4,3.3,13.7,82,126,195,0.41,0.03,0.44,0.3,0.34,0.46,0.11,0.57,0.35,0.46,2019,Ceara,brasileirao,brasil
Ricardo Dias Acosta,br,MF,33.0,34,31,2656,29.5,1,6,7,1,0,0,1,0,3.5,3.5,4.9,8.4,29,182,61,0.03,0.2,0.24,0.03,0.24,0.12,0.17,0.29,0.12,0.29,2019,Ceara,brasileirao,brasil
Valdo,br,DF,26.0,30,28,2514,27.9,0,1,1,0,0,0,6,0,1.4,1.1,0.2,1.3,9,36,3,0.0,0.04,0.04,0.0,0.04,0.05,0.01,0.06,0.04,0.05,2019,Ceara,brasileirao,brasil
Luiz Otávio,br,DF,30.0,26,26,2261,25.1,2,1,3,2,0,0,7,0,1.6,1.6,0.4,2.0,7,70,8,0.08,0.04,0.12,0.08,0.12,0.06,0.01,0.08,0.06,0.08,2019,Ceara,brasileirao,brasil
Tiago Alves,br,DF,34.0,21,19,1746,19.4,1,1,2,1,0,0,1,0,1.6,1.6,0.9,2.6,2,51,3,0.05,0.05,0.1,0.05,0.1,0.08,0.05,0.13,0.08,0.13,2019,Ceara,brasileirao,brasil
Felipe Silva,br,MF,28.0,24,17,1415,15.7,1,2,3,1,0,0,2,0,1.0,1.0,2.7,3.7,50,100,86,0.06,0.13,0.19,0.06,0.19,0.06,0.17,0.24,0.06,0.24,2019,Ceara,brasileirao,brasil
Leandro Carvalho,br,FW,23.0,26,15,1281,14.2,3,2,5,3,0,0,5,0,2.2,2.2,1.9,4.1,64,48,155,0.21,0.14,0.35,0.21,0.35,0.15,0.13,0.28,0.15,0.28,2019,Ceara,brasileirao,brasil
Felippe Cardoso,br,FW,20.0,18,14,1285,14.3,2,1,3,2,0,0,2,0,3.9,3.9,0.9,4.8,20,27,79,0.14,0.07,0.21,0.14,0.21,0.28,0.06,0.33,0.28,0.33,2019,Ceara,brasileirao,brasil
Lima,br,FW,22.0,15,14,1063,11.8,1,1,2,1,0,0,4,1,1.6,1.6,1.1,2.7,32,53,72,0.08,0.08,0.17,0.08,0.17,0.14,0.09,0.23,0.14,0.23,2019,Ceara,brasileirao,brasil
Bergson da Silva,br,FW,27.0,22,12,1141,12.7,3,1,4,3,0,1,3,0,6.7,5.9,1.8,7.7,21,13,82,0.24,0.08,0.32,0.24,0.32,0.53,0.14,0.67,0.47,0.61,2019,Ceara,brasileirao,brasil
William Oliveira,br,MF,26.0,14,11,906,10.1,0,0,0,0,0,0,7,0,0.3,0.3,0.0,0.3,8,25,10,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,2019,Ceara,brasileirao,brasil
Mateus Gonçalves Martins,br,MF,24.0,24,8,931,10.3,4,1,5,4,0,0,2,0,2.2,2.2,0.4,2.7,53,15,97,0.39,0.1,0.48,0.39,0.48,0.22,0.04,0.26,0.22,0.26,2019,Ceara,brasileirao,brasil
Fernando Sobral,br,MF,24.0,13,8,809,9.0,0,0,0,0,0,0,1,0,0.3,0.3,0.6,1.0,28,39,63,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.11,0.04,0.11,2019,Ceara,brasileirao,brasil
Chico,br,FW,27.0,11,8,652,7.2,0,1,1,0,0,0,1,0,0.6,0.6,1.9,2.5,28,36,74,0.0,0.14,0.14,0.0,0.14,0.08,0.26,0.35,0.08,0.35,2019,Ceara,brasileirao,brasil
Pedro Ken,br,MF,31.0,16,7,781,8.7,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.5,9,22,19,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,2019,Ceara,brasileirao,brasil
Cristovam da Silva,br,DF,28.0,8,6,572,6.4,0,0,0,0,0,0,5,0,0.1,0.1,0.5,0.7,14,27,21,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.11,0.02,0.11,2019,Ceara,brasileirao,brasil
Eduardo Brock,br,DF,27.0,9,5,484,5.4,0,0,0,0,0,0,4,0,0.1,0.1,0.1,0.2,6,23,6,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,2019,Ceara,brasileirao,brasil
Thiago Carleto,br,DF,29.0,5,5,436,4.8,0,0,0,0,0,0,0,0,0.4,0.4,0.5,0.8,4,38,26,0.0,0.0,0.0,0.0,0.0,0.08,0.1,0.17,0.08,0.17,2019,Ceara,brasileirao,brasil
Auremir,br,MF,27.0,6,5,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,3,19,4,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,2019,Ceara,brasileirao,brasil
Ricardo Bueno,br,FW,31.0,6,4,340,3.8,3,2,5,3,0,1,0,0,2.5,1.7,0.3,2.0,10,17,35,0.79,0.53,1.32,0.79,1.32,0.66,0.07,0.73,0.46,0.53,2019,Ceara,brasileirao,brasil
Fábio,br,GK,38.0,35,35,3150,35.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Cruzeiro,brasileirao,brasil
Henrique Pacheco Lima,br,MF,33.0,33,33,2970,33.0,0,0,0,0,0,0,5,0,1.0,1.0,1.3,2.3,45,253,28,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,2019,Cruzeiro,brasileirao,brasil
Thiago Neves,br,MF,33.0,28,25,2106,23.4,6,5,11,5,1,2,8,0,6.9,5.3,4.0,9.3,25,115,158,0.26,0.21,0.47,0.21,0.43,0.3,0.17,0.47,0.23,0.4,2019,Cruzeiro,brasileirao,brasil
Egídio Pereira Júnior,br,DF,32.0,25,24,2047,22.7,0,1,1,0,0,0,4,1,1.1,1.1,2.6,3.6,58,148,168,0.0,0.04,0.04,0.0,0.04,0.05,0.11,0.16,0.05,0.16,2019,Cruzeiro,brasileirao,brasil
Fred,br,FW,35.0,30,23,2203,24.5,5,3,8,2,3,3,10,0,9.3,7.0,2.8,9.7,5,36,121,0.2,0.12,0.33,0.08,0.2,0.38,0.11,0.49,0.28,0.4,2019,Cruzeiro,brasileirao,brasil
David,br,FW,23.0,33,23,2021,22.5,0,2,2,0,0,0,3,0,4.3,4.3,5.6,9.9,116,99,271,0.0,0.09,0.09,0.0,0.09,0.19,0.25,0.44,0.19,0.44,2019,Cruzeiro,brasileirao,brasil
Luis Manuel Orejuela,co,DF,23.0,23,23,1814,20.2,2,0,2,2,0,0,4,1,1.3,1.3,2.1,3.3,77,88,159,0.1,0.0,0.1,0.1,0.1,0.06,0.1,0.16,0.06,0.16,2019,Cruzeiro,brasileirao,brasil
Robinho,br,MF,31.0,27,22,1872,20.8,1,1,2,1,0,0,7,0,3.6,3.6,3.4,7.0,39,282,103,0.05,0.05,0.1,0.05,0.1,0.18,0.17,0.34,0.18,0.34,2019,Cruzeiro,brasileirao,brasil
Marquinhos Gabriel,br,FW,28.0,28,20,1799,20.0,0,2,2,0,0,0,3,0,2.0,2.0,2.8,4.9,72,77,162,0.0,0.1,0.1,0.0,0.1,0.1,0.14,0.24,0.1,0.24,2019,Cruzeiro,brasileirao,brasil
Dedé,br,DF,30.0,20,20,1691,18.8,3,0,3,3,0,0,2,0,2.2,2.2,0.1,2.3,2,52,5,0.16,0.0,0.16,0.16,0.16,0.12,0.01,0.12,0.12,0.12,2019,Cruzeiro,brasileirao,brasil
Éderson,br,MF,19.0,21,20,1645,18.3,2,0,2,2,0,0,4,0,2.6,2.6,0.8,3.5,20,65,74,0.11,0.0,0.11,0.11,0.11,0.14,0.05,0.19,0.14,0.19,2019,Cruzeiro,brasileirao,brasil
Fabrício Bruno,br,DF,22.0,19,19,1710,19.0,0,0,0,0,0,0,4,0,0.5,0.5,0.2,0.7,8,52,4,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,2019,Cruzeiro,brasileirao,brasil
Cacá,br,DF,19.0,20,18,1729,19.2,1,0,1,1,0,0,5,0,0.6,0.6,0.1,0.8,8,69,2,0.05,0.0,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04,2019,Cruzeiro,brasileirao,brasil
Léo,br,DF,31.0,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,3,52,1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,2019,Cruzeiro,brasileirao,brasil
Pedro Rocha Neves,br,FW,24.0,23,17,1468,16.3,2,2,4,2,0,0,3,0,4.4,4.4,2.1,6.5,58,47,143,0.12,0.12,0.25,0.12,0.25,0.27,0.13,0.4,0.27,0.4,2019,Cruzeiro,brasileirao,brasil
Dodô,br,DF,26.0,18,14,1355,15.1,0,0,0,0,0,0,2,0,0.4,0.4,1.1,1.5,43,83,93,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.1,0.02,0.1,2019,Cruzeiro,brasileirao,brasil
Ariel Cabral,ar,MF,31.0,16,11,766,8.5,0,1,1,0,0,0,3,0,0.9,0.9,0.4,1.3,4,57,16,0.0,0.12,0.12,0.0,0.12,0.1,0.05,0.15,0.1,0.15,2019,Cruzeiro,brasileirao,brasil
Sassá,br,FW,25.0,24,9,922,10.2,3,0,3,3,0,0,3,1,3.1,3.1,0.2,3.3,24,11,75,0.29,0.0,0.29,0.29,0.29,0.3,0.02,0.32,0.3,0.32,2019,Cruzeiro,brasileirao,brasil
Edílson Mendes,br,DF,32.0,13,9,890,9.9,0,0,0,0,0,0,5,2,0.5,0.5,0.4,0.8,23,49,21,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08,2019,Cruzeiro,brasileirao,brasil
Jadson,br,MF,25.0,14,8,760,8.4,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,6,67,22,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,2019,Cruzeiro,brasileirao,brasil
Lucas Romero,ar,DF,24.0,8,8,699,7.8,0,0,0,0,0,0,3,0,0.1,0.1,0.7,0.8,17,45,20,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.1,0.02,0.1,2019,Cruzeiro,brasileirao,brasil
Rodriguinho Marinho,br,MF,30.0,5,4,295,3.3,1,0,1,1,0,0,2,0,0.6,0.6,0.5,1.1,9,16,28,0.31,0.0,0.31,0.31,0.31,0.19,0.16,0.35,0.19,0.35,2019,Cruzeiro,brasileirao,brasil
Weverton,br,DF,19.0,5,3,338,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,12,12,26,0.0,0.0,0.0,0.0,0.0,0.02,0.17,0.19,0.02,0.19,2019,Cruzeiro,brasileirao,brasil
Rafael Pires,br,GK,29.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,Cruzeiro,brasileirao,brasil
Luciano Castán,br,DF,29.0,34,34,3060,34.0,0,0,0,0,0,0,9,0,0.5,0.5,0.3,0.8,19,76,6,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,2019,CSA,brasileirao,brasil
Apodi,br,DF,32.0,32,31,2606,29.0,4,1,5,4,0,0,6,0,2.0,2.0,2.1,4.2,86,55,134,0.14,0.03,0.17,0.14,0.17,0.07,0.07,0.14,0.07,0.14,2019,CSA,brasileirao,brasil
Jordi Almeida,br,GK,25.0,29,28,2521,28.0,0,0,0,0,0,0,5,0,0.0,0.0,0.2,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2019,CSA,brasileirao,brasil
Dawhan,br,DF,22.0,32,26,2457,27.3,0,0,0,0,0,0,8,0,1.9,1.9,1.1,3.0,33,120,51,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.11,0.07,0.11,2019,CSA,brasileirao,brasil
Alan Costa,br,DF,28.0,26,26,2277,25.3,1,0,1,1,0,0,6,0,1.4,1.4,0.6,2.0,5,36,2,0.04,0.0,0.04,0.04,0.04,0.05,0.02,0.08,0.05,0.08,2019,CSA,brasileirao,brasil
Carlinhos,br,DF,32.0,26,26,2272,25.2,2,0,2,2,0,0,2,0,1.1,1.1,1.3,2.4,57,95,104,0.08,0.0,0.08,0.08,0.08,0.04,0.05,0.1,0.04,0.1,2019,CSA,brasileirao,brasil
Jonathan David Gómez,ar,MF,29.0,26,25,2159,24.0,5,3,8,2,3,3,8,1,5.0,2.6,3.6,6.2,48,89,66,0.21,0.13,0.33,0.08,0.21,0.21,0.15,0.36,0.11,0.26,2019,CSA,brasileirao,brasil
Naldo,br,MF,28.0,24,21,1746,19.4,0,3,3,0,0,0,5,0,0.6,0.6,1.2,1.7,7,55,18,0.0,0.15,0.15,0.0,0.15,0.03,0.06,0.09,0.03,0.09,2019,CSA,brasileirao,brasil
João Vitor,br,MF,30.0,20,20,1697,18.9,0,0,0,0,0,0,9,2,0.2,0.2,0.6,0.8,18,82,9,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,2019,CSA,brasileirao,brasil
Ricardo Bueno,br,FW,31.0,23,17,1610,17.9,4,0,4,3,1,1,5,0,5.6,4.8,1.5,6.3,33,55,92,0.22,0.0,0.22,0.17,0.17,0.31,0.08,0.4,0.27,0.35,2019,CSA,brasileirao,brasil
Alecsandro,br,FW,37.0,20,15,1167,13.0,2,0,2,2,0,1,1,0,3.6,2.7,0.2,2.9,7,18,39,0.15,0.0,0.15,0.15,0.15,0.27,0.01,0.29,0.21,0.23,2019,CSA,brasileirao,brasil
Héctor Bustamante,py,FW,23.0,19,14,1168,13.0,1,1,2,1,0,0,2,0,1.5,1.5,1.1,2.6,32,42,112,0.08,0.08,0.15,0.08,0.15,0.11,0.09,0.2,0.11,0.2,2019,CSA,brasileirao,brasil
Didira,br,FW,30.0,14,13,997,11.1,0,0,0,0,0,0,3,0,0.4,0.4,1.4,1.8,8,46,28,0.0,0.0,0.0,0.0,0.0,0.04,0.13,0.17,0.04,0.17,2019,CSA,brasileirao,brasil
Nílton,br,MF,31.0,12,12,886,9.8,1,0,1,1,0,0,3,0,1.2,1.2,0.1,1.3,6,41,8,0.1,0.0,0.1,0.1,0.1,0.12,0.01,0.13,0.12,0.13,2019,CSA,brasileirao,brasil
Jean Cléber,br,MF,28.0,24,11,1238,13.8,0,2,2,0,0,0,6,0,0.8,0.8,1.1,1.9,18,64,14,0.0,0.15,0.15,0.0,0.15,0.06,0.08,0.14,0.06,0.14,2019,CSA,brasileirao,brasil
Euller,br,DF,24.0,16,11,891,9.9,0,0,0,0,0,0,3,0,1.6,1.6,1.4,3.0,28,21,45,0.0,0.0,0.0,0.0,0.0,0.17,0.14,0.3,0.17,0.3,2019,CSA,brasileirao,brasil
João Carlos,br,GK,30.0,11,10,899,10.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019,CSA,brasileirao,brasil
Celsinho,br,DF,30.0,12,9,871,9.7,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1.0,7,25,18,0.0,0.1,0.1,0.0,0.1,0.01,0.1,0.1,0.01,0.1,2019,CSA,brasileirao,brasil
Gerson,br,DF,27.0,9,9,810,9.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,3,7,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,2019,CSA,brasileirao,brasil
Maranhão,br,FW,28.0,11,7,682,7.6,1,0,1,1,0,0,0,0,0.6,0.6,0.9,1.4,24,16,67,0.13,0.0,0.13,0.13,0.13,0.08,0.11,0.19,0.08,0.19,2019,CSA,brasileirao,brasil
Warley,br,FW,19.0,13,7,680,7.6,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,18,16,43,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,2019,CSA,brasileirao,brasil
Matheus Sávio,br,FW,21.0,8,7,652,7.2,1,0,1,1,0,0,0,0,1.3,1.3,0.6,1.9,7,29,37,0.14,0.0,0.14,0.14,0.14,0.19,0.08,0.27,0.19,0.27,2019,CSA,brasileirao,brasil
Rafinha,br,DF,31.0,10,6,626,7.0,1,1,2,1,0,0,0,0,0.5,0.5,1.8,2.4,14,24,17,0.14,0.14,0.29,0.14,0.29,0.08,0.26,0.34,0.08,0.34,2019,CSA,brasileirao,brasil
Cassiano,br,FW,29.0,10,6,563,6.3,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.7,11,6,18,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.1,0.1,0.1,2019,CSA,brasileirao,brasil
Márcio Araújo,br,MF,34.0,36,36,3213,35.7,0,0,0,0,0,0,6,1,0.5,0.5,1.0,1.5,57,162,26,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,2019,Chapecoense,brasileirao,brasil
Everaldo Stum,br,FW,27.0,33,33,2970,33.0,13,1,14,10,3,4,8,0,11.4,8.2,3.7,12.0,65,66,190,0.39,0.03,0.42,0.3,0.33,0.35,0.11,0.46,0.25,0.36,2019,Chapecoense,brasileirao,brasil
Bruno Pacheco,br,DF,27.0,33,33,2929,32.5,0,5,5,0,0,0,6,1,0.3,0.3,3.2,3.5,85,141,78,0.0,0.15,0.15,0.0,0.15,0.01,0.1,0.11,0.01,0.11,2019,Chapecoense,brasileirao,brasil
Douglas,br,DF,28.0,27,26,2290,25.4,0,1,1,0,0,0,9,0,1.4,1.4,0.6,2.0,1,22,0,0.0,0.04,0.04,0.0,0.04,0.06,0.02,0.08,0.06,0.08,2019,Chapecoense,brasileirao,brasil
Tiepo,br,GK,20.0,25,25,2250,25.0,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2019,Chapecoense,brasileirao,brasil
Fernando Camilo Farias,br,MF,32.0,28,25,2045,22.7,1,4,5,1,0,0,2,0,2.4,2.4,3.9,6.3,31,91,92,0.04,0.18,0.22,0.04,0.22,0.1,0.17,0.28,0.1,0.28,2019,Chapecoense,brasileirao,brasil
Eduardo,br,DF,32.0,26,24,2166,24.1,0,2,2,0,0,0,4,0,0.4,0.4,3.4,3.8,80,116,122,0.0,0.08,0.08,0.0,0.08,0.02,0.14,0.16,0.02,0.16,2019,Chapecoense,brasileirao,brasil
