,Squad,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK,xG/90,xAG/90,xG+xAG,npxG/90,npxG+xAG/90,MP_H,W_H,D_H,L_H,GF_H,GA_H,GD_H,Pts_H,Pts/MP_H,xG_H,xGA_H,xGD_H,xGD/90_H,MP_A,W_A,D_A,L_A,GF_A,GA_A,GD_A,Pts_A,Pts/MP_A,xG_A,xGA_A,xGD_A,xGD/90_A,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,year,country,league
266,Atlético,35,27.4,46.8,34,374,3060,34,35,23,58,29,6,9,89,5,41.0,33.7,29.2,62.9,475,960,1.03,0.68,1.71,0.85,1.53,1.2,0.86,2.06,0.99,1.85,17,10,6,1,38,18,20,36,2.12,26.9,15.7,11.2,0.66,17,7,4,6,28,23,5,25,1.47,24.2,23.8,0.4,0.03,460,152,33.0,13.53,4.47,0.11,0.32,19.1,18,2020,mexico,liga_mx
267,Cruz Azul,27,28.7,51.6,34,374,3060,34,49,34,83,41,8,11,59,1,51.9,43.4,36.4,79.8,510,1373,1.44,1.0,2.44,1.21,2.21,1.53,1.07,2.6,1.28,2.35,17,10,3,4,28,20,8,33,1.94,24.2,18.3,5.9,0.35,17,7,4,6,18,19,-1,25,1.47,19.7,20.8,-1.1,-0.07,512,157,30.7,15.06,4.62,0.07,0.24,18.6,13,2020,mexico,liga_mx
268,FC Juárez,33,28.7,46.4,34,374,3060,34,29,18,47,25,4,8,73,6,34.6,28.2,20.9,49.2,400,1083,0.85,0.53,1.38,0.74,1.26,1.02,0.61,1.63,0.83,1.45,17,11,5,1,32,12,20,38,2.24,29.4,13.0,16.4,0.97,17,4,5,8,22,28,-6,17,1.0,19.2,26.9,-7.7,-0.45,446,132,29.6,13.12,3.88,0.08,0.27,20.5,17,2020,mexico,liga_mx
269,Guadalajara,31,26.1,55.3,34,374,3060,34,41,34,75,39,2,6,53,4,43.5,38.8,32.8,71.6,577,1356,1.21,1.0,2.21,1.15,2.15,1.28,0.97,2.25,1.14,2.11,17,11,3,3,36,14,22,36,2.12,34.1,16.8,17.3,1.02,17,3,8,6,25,28,-3,17,1.0,21.4,27.0,-5.6,-0.33,420,127,30.2,12.35,3.74,0.09,0.28,19.4,11,2020,mexico,liga_mx
270,León,28,28.5,61.3,34,374,3060,34,51,34,85,43,8,9,64,5,54.0,46.9,40.4,87.3,656,1403,1.5,1.0,2.5,1.26,2.26,1.59,1.19,2.78,1.38,2.57,17,7,5,5,27,27,0,26,1.53,25.3,20.4,4.9,0.29,17,7,4,6,23,27,-4,25,1.47,23.2,27.0,-3.8,-0.23,524,179,34.2,15.41,5.26,0.08,0.22,18.5,12,2020,mexico,liga_mx
271,Mazatlán,36,28.0,49.1,34,374,3060,34,42,27,69,37,5,5,76,7,38.2,34.3,27.3,61.6,461,1023,1.24,0.79,2.03,1.09,1.88,1.12,0.8,1.93,1.01,1.81,17,8,2,7,25,23,2,26,1.53,29.9,18.2,11.7,0.69,17,7,3,7,19,20,-1,24,1.41,22.9,21.9,1.0,0.06,426,154,36.2,12.53,4.53,0.1,0.28,19.1,14,2020,mexico,liga_mx
272,Monterrey,26,27.6,47.3,34,374,3060,34,48,35,83,40,8,9,73,8,59.0,52.0,42.7,94.7,553,1365,1.41,1.03,2.44,1.18,2.21,1.73,1.26,2.99,1.53,2.78,17,9,3,5,25,18,7,30,1.76,24.9,21.5,3.4,0.2,17,4,5,8,21,29,-8,17,1.0,22.6,21.3,1.3,0.07,440,142,32.3,12.94,4.18,0.13,0.39,18.6,14,2020,mexico,liga_mx
273,Necaxa,35,26.2,46.1,34,374,3060,34,29,16,45,26,3,4,78,5,39.7,36.6,26.8,63.4,422,978,0.85,0.47,1.32,0.76,1.24,1.17,0.79,1.95,1.08,1.87,17,3,8,6,18,21,-3,17,1.0,19.1,23.1,-4.0,-0.24,17,8,2,7,22,29,-7,26,1.53,19.2,28.4,-9.2,-0.54,374,132,35.3,11.0,3.88,0.12,0.34,18.8,10,2020,mexico,liga_mx
274,Pachuca,38,27.9,51.1,34,374,3060,34,37,20,57,28,9,11,69,7,44.5,36.0,27.0,62.9,576,1372,1.09,0.59,1.68,0.82,1.41,1.31,0.79,2.1,1.06,1.85,17,6,5,6,24,24,0,23,1.35,22.9,19.9,3.0,0.17,17,4,7,6,24,32,-8,19,1.12,15.1,26.7,-11.7,-0.69,570,184,32.3,16.76,5.41,0.08,0.26,20.8,20,2020,mexico,liga_mx
275,Puebla,34,27.9,47.5,34,374,3060,34,47,30,77,38,9,9,67,6,41.9,34.9,27.0,61.9,457,1006,1.38,0.88,2.26,1.12,2.0,1.23,0.8,2.03,1.03,1.82,17,8,2,7,34,26,8,26,1.53,23.8,22.7,1.2,0.07,17,4,1,12,22,35,-13,13,0.76,18.7,27.7,-9.1,-0.53,462,147,31.8,13.59,4.32,0.08,0.25,19.7,10,2020,mexico,liga_mx
276,Querétaro,39,27.9,41.1,34,374,3060,34,39,26,65,34,5,7,68,7,38.4,33.0,24.8,57.8,395,929,1.15,0.76,1.91,1.0,1.76,1.13,0.73,1.86,0.97,1.7,17,7,4,6,24,24,0,25,1.47,23.3,26.0,-2.7,-0.16,17,3,4,10,22,35,-13,13,0.76,22.0,26.8,-4.8,-0.28,387,108,27.9,11.38,3.18,0.09,0.31,18.5,17,2020,mexico,liga_mx
277,Santos,33,25.0,49.3,34,374,3060,34,39,27,66,33,6,7,51,3,44.0,38.5,28.7,67.3,595,1210,1.15,0.79,1.94,0.97,1.76,1.29,0.85,2.14,1.13,1.98,17,8,2,7,24,25,-1,26,1.53,25.3,22.3,3.0,0.17,17,3,3,11,22,37,-15,12,0.71,19.2,33.0,-13.8,-0.81,424,137,32.3,12.47,4.03,0.09,0.29,19.0,31,2020,mexico,liga_mx
278,Tijuana,38,26.2,53.5,34,374,3060,34,30,20,50,25,5,7,81,4,43.2,37.8,30.8,68.5,561,1240,0.88,0.59,1.47,0.74,1.32,1.27,0.9,2.17,1.11,2.02,17,7,6,4,31,23,8,27,1.59,25.2,18.3,6.9,0.41,17,1,4,12,13,33,-20,7,0.41,16.2,30.8,-14.5,-0.85,501,140,27.9,14.74,4.12,0.07,0.26,20.1,17,2020,mexico,liga_mx
279,Toluca,35,28.6,49.0,34,374,3060,34,48,37,85,42,6,7,81,2,44.9,39.5,30.5,70.0,475,1037,1.41,1.09,2.5,1.24,2.32,1.32,0.9,2.22,1.16,2.06,17,5,6,6,23,26,-3,21,1.24,20.5,24.1,-3.6,-0.21,17,4,1,12,20,34,-14,13,0.76,15.0,24.2,-9.1,-0.54,453,155,34.2,13.32,4.56,0.11,0.33,17.5,11,2020,mexico,liga_mx
280,UANL,27,29.7,57.2,34,374,3060,34,45,34,79,40,5,7,63,8,50.6,45.1,34.4,79.5,621,1378,1.32,1.0,2.32,1.18,2.18,1.49,1.01,2.5,1.33,2.34,17,5,4,8,18,22,-4,19,1.12,26.1,20.1,6.0,0.35,17,2,6,9,17,33,-16,12,0.71,14.8,27.0,-12.2,-0.72,457,152,33.3,13.44,4.47,0.13,0.39,18.9,14,2020,mexico,liga_mx
281,UNAM,29,25.6,46.8,34,374,3060,34,36,21,57,30,6,7,80,6,40.1,34.6,25.7,60.4,459,1004,1.06,0.62,1.68,0.88,1.5,1.18,0.76,1.94,1.02,1.78,17,4,3,10,24,33,-9,15,0.88,20.1,27.7,-7.6,-0.45,17,4,3,10,18,35,-17,15,0.88,17.8,34.3,-16.4,-0.97,488,149,30.5,14.35,4.38,0.09,0.3,18.6,15,2020,mexico,liga_mx
282,Arouca,31,26.2,53.7,34,374,3060,34,51,38,89,48,3,7,83,6,47.6,42.5,32.1,74.6,473,1317,1.5,1.12,2.62,1.41,2.53,1.4,0.94,2.34,1.25,2.19,17,17,0,0,57,11,46,51,3.0,40.9,11.4,29.6,1.74,17,12,3,2,39,18,21,39,2.29,31.6,15.0,16.6,0.98,459,157,34.2,13.5,4.62,0.1,0.31,19.5,16,2023,portugal,primeira_liga
283,Benfica,34,26.0,59.1,34,374,3060,34,76,59,135,72,4,6,67,3,77.0,72.3,59.0,131.3,807,1880,2.24,1.74,3.97,2.12,3.85,2.27,1.74,4.0,2.13,3.86,17,15,2,0,48,7,41,47,2.76,46.2,12.5,33.7,1.98,17,10,3,4,29,21,8,33,1.94,30.8,19.5,11.3,0.66,581,231,39.8,17.09,6.79,0.12,0.31,16.7,20,2023,portugal,primeira_liga
284,Boavista,23,26.0,48.2,34,374,3060,34,37,18,55,33,4,5,105,8,36.1,32.3,24.8,57.1,411,1008,1.09,0.53,1.62,0.97,1.5,1.06,0.73,1.79,0.95,1.68,17,11,4,2,35,13,22,37,2.18,37.4,11.5,25.9,1.52,17,11,2,4,28,14,14,35,2.06,27.1,17.1,10.0,0.59,334,106,31.7,9.82,3.12,0.1,0.31,18.4,11,2023,portugal,primeira_liga
285,Braga,25,27.9,56.8,34,374,3060,34,70,49,119,65,5,6,80,4,63.7,59.7,48.1,107.8,601,1678,2.06,1.44,3.5,1.91,3.35,1.87,1.41,3.29,1.76,3.17,17,10,3,4,33,20,13,33,1.94,35.8,19.4,16.4,0.97,17,11,2,4,38,30,8,35,2.06,27.8,28.3,-0.5,-0.03,545,202,37.1,16.03,5.94,0.12,0.32,16.9,15,2023,portugal,primeira_liga
286,Casa Pia,32,27.6,43.8,34,374,3060,34,37,27,64,34,3,4,76,4,29.4,26.2,19.5,45.7,472,985,1.09,0.79,1.88,1.0,1.79,0.86,0.57,1.44,0.77,1.34,17,11,2,4,31,18,13,35,2.06,28.5,16.2,12.3,0.72,17,8,4,5,21,20,1,28,1.65,16.6,23.1,-6.4,-0.38,352,115,32.7,10.35,3.38,0.1,0.3,19.5,7,2023,portugal,primeira_liga
287,Chaves,31,27.1,43.8,34,374,3060,34,30,18,48,25,5,6,103,9,34.3,29.5,22.5,52.0,414,925,0.88,0.53,1.41,0.74,1.26,1.01,0.66,1.67,0.87,1.53,17,8,4,5,20,18,2,28,1.65,18.9,16.6,2.3,0.14,17,8,3,6,16,17,-1,27,1.59,13.9,15.9,-2.0,-0.12,374,111,29.7,11.0,3.26,0.07,0.23,19.2,15,2023,portugal,primeira_liga
288,Estoril,31,24.3,48.7,34,374,3060,34,49,27,76,47,2,2,77,5,39.2,37.7,26.5,64.3,570,1060,1.44,0.79,2.24,1.38,2.18,1.15,0.78,1.94,1.11,1.89,17,7,3,7,26,26,0,24,1.41,22.9,21.3,1.6,0.09,17,6,4,7,28,24,4,22,1.29,24.7,28.2,-3.5,-0.21,391,135,34.5,11.5,3.97,0.12,0.35,18.4,21,2023,portugal,primeira_liga
289,Estrela,34,27.2,47.0,34,374,3060,34,29,18,47,28,1,1,76,7,38.6,37.8,29.7,67.5,405,1057,0.85,0.53,1.38,0.82,1.35,1.13,0.87,2.01,1.11,1.98,17,6,6,5,21,21,0,24,1.41,17.4,22.6,-5.2,-0.31,17,4,6,7,16,20,-4,18,1.06,18.4,23.1,-4.7,-0.27,369,105,28.5,10.85,3.09,0.08,0.27,17.6,13,2023,portugal,primeira_liga
290,Famalicão,27,23.4,47.1,34,374,3060,34,37,23,60,34,3,5,104,9,35.8,32.0,24.2,56.2,507,976,1.09,0.68,1.76,1.0,1.68,1.05,0.71,1.77,0.94,1.65,17,3,5,9,10,18,-8,14,0.82,12.2,18.4,-6.2,-0.37,17,7,3,7,28,32,-4,24,1.41,17.2,24.6,-7.5,-0.44,446,118,26.5,13.12,3.47,0.08,0.29,18.7,24,2023,portugal,primeira_liga
291,Farense,25,28.3,42.4,34,374,3060,34,46,26,72,41,5,7,79,6,44.3,39.1,27.6,66.7,407,944,1.35,0.76,2.12,1.21,1.97,1.3,0.81,2.11,1.15,1.96,17,6,4,7,24,23,1,22,1.29,24.8,24.4,0.4,0.02,17,4,3,10,22,28,-6,15,0.88,19.5,31.2,-11.8,-0.69,389,142,36.5,11.44,4.18,0.11,0.29,19.1,18,2023,portugal,primeira_liga
292,Gil Vicente FC,31,25.3,49.3,34,374,3060,34,42,28,70,36,6,8,75,3,40.5,34.4,25.4,59.8,565,1144,1.24,0.82,2.06,1.06,1.88,1.19,0.75,1.94,1.01,1.76,17,6,8,3,25,20,5,26,1.53,20.7,16.0,4.7,0.28,17,0,11,6,13,23,-10,11,0.65,18.1,26.5,-8.5,-0.5,351,128,36.5,10.32,3.76,0.1,0.28,18.1,7,2023,portugal,primeira_liga
293,Moreirense,29,26.2,46.2,34,374,3060,34,35,30,65,34,1,3,75,3,32.8,30.5,25.6,56.0,503,1054,1.03,0.88,1.91,1.0,1.88,0.97,0.75,1.72,0.9,1.65,17,6,7,4,28,22,6,25,1.47,22.0,26.5,-4.6,-0.27,17,3,2,12,14,30,-16,11,0.65,18.6,22.9,-4.3,-0.25,393,110,28.0,11.56,3.24,0.09,0.31,19.4,12,2023,portugal,primeira_liga
294,Portimonense,31,25.0,44.7,34,374,3060,34,39,30,69,34,5,6,94,5,35.3,30.6,23.8,54.4,516,976,1.15,0.88,2.03,1.0,1.88,1.04,0.7,1.74,0.9,1.6,17,8,1,8,25,18,7,25,1.47,19.8,21.3,-1.4,-0.08,17,1,5,11,24,40,-16,8,0.47,19.4,30.4,-11.0,-0.65,375,118,31.5,11.03,3.47,0.09,0.29,19.7,22,2023,portugal,primeira_liga
295,Porto,32,25.9,63.1,34,374,3060,34,62,46,108,57,5,8,95,10,64.5,58.0,46.8,104.8,819,1869,1.82,1.35,3.18,1.68,3.03,1.9,1.38,3.27,1.71,3.08,17,6,3,8,22,27,-5,21,1.24,22.2,24.5,-2.3,-0.13,17,1,9,7,11,26,-15,12,0.71,16.4,24.9,-8.5,-0.5,563,177,31.4,16.56,5.21,0.1,0.32,16.9,19,2023,portugal,primeira_liga
296,Rio Ave,33,27.5,48.7,34,374,3060,34,36,22,58,28,8,9,98,4,38.7,31.9,25.5,57.4,451,1085,1.06,0.65,1.71,0.82,1.47,1.14,0.75,1.89,0.94,1.69,17,4,8,5,21,30,-9,20,1.18,21.7,24.3,-2.6,-0.15,17,3,3,11,18,32,-14,12,0.71,14.3,29.5,-15.2,-0.89,346,98,28.3,10.18,2.88,0.08,0.29,18.9,12,2023,portugal,primeira_liga
297,Sporting CP,29,26.2,59.1,34,374,3060,34,93,67,160,88,5,5,80,3,72.5,69.2,55.5,124.7,719,1669,2.74,1.97,4.71,2.59,4.56,2.13,1.63,3.77,2.04,3.67,17,3,6,8,18,31,-13,15,0.88,19.4,26.8,-7.5,-0.44,17,5,2,10,21,41,-20,17,1.0,15.9,29.9,-14.0,-0.82,555,211,38.0,16.32,6.21,0.16,0.42,15.9,13,2023,portugal,primeira_liga
298,Vitória,27,26.1,48.6,34,374,3060,34,49,35,84,44,5,8,94,3,45.1,39.0,32.3,71.3,467,1361,1.44,1.03,2.47,1.29,2.32,1.33,0.95,2.28,1.15,2.1,17,3,5,9,20,32,-12,14,0.82,24.1,21.9,2.2,0.13,17,2,6,9,16,34,-18,12,0.71,16.5,29.5,-13.0,-0.77,452,135,29.9,13.29,3.97,0.1,0.33,18.2,11,2023,portugal,primeira_liga
299,Vizela,31,24.9,49.6,34,374,3060,34,34,25,59,32,2,4,82,5,40.6,37.4,28.8,66.2,462,1244,1.0,0.74,1.74,0.94,1.68,1.19,0.85,2.04,1.1,1.95,17,3,4,10,21,37,-16,13,0.76,18.0,27.4,-9.5,-0.56,17,2,4,11,10,35,-25,10,0.59,16.3,33.1,-16.8,-0.99,420,134,31.9,12.35,3.94,0.08,0.24,18.4,15,2023,portugal,primeira_liga
300,Arouca,29,26.0,47.9,34,374,3060,34,36,23,59,31,5,6,79,4,39.7,35.0,26.1,61.1,400,1022,1.06,0.68,1.74,0.91,1.59,1.17,0.77,1.94,1.03,1.8,17,17,0,0,57,11,46,51,3.0,40.9,11.4,29.6,1.74,17,12,3,2,39,18,21,39,2.29,31.6,15.0,16.6,0.98,459,157,34.2,13.5,4.62,0.1,0.31,19.5,16,2022,portugal,primeira_liga
301,Benfica,32,26.0,63.2,34,374,3060,34,78,51,129,69,9,13,65,3,87.1,77.0,61.3,138.3,763,1955,2.29,1.5,3.79,2.03,3.53,2.56,1.8,4.36,2.26,4.07,17,15,2,0,48,7,41,47,2.76,46.2,12.5,33.7,1.98,17,10,3,4,29,21,8,33,1.94,30.8,19.5,11.3,0.66,581,231,39.8,17.09,6.79,0.12,0.31,16.7,20,2022,portugal,primeira_liga
302,Boavista,30,27.1,48.4,34,374,3060,34,43,35,78,41,2,4,107,7,40.8,37.6,28.8,66.4,518,1087,1.26,1.03,2.29,1.21,2.24,1.2,0.85,2.05,1.11,1.95,17,11,4,2,35,13,22,37,2.18,37.4,11.5,25.9,1.52,17,11,2,4,28,14,14,35,2.06,27.1,17.1,10.0,0.59,334,106,31.7,9.82,3.12,0.1,0.31,18.4,11,2022,portugal,primeira_liga
303,Braga,31,26.4,54.3,34,374,3060,34,72,50,122,68,4,6,87,6,59.0,54.2,40.8,95.1,613,1511,2.12,1.47,3.59,2.0,3.47,1.73,1.2,2.94,1.6,2.8,17,10,3,4,33,20,13,33,1.94,35.8,19.4,16.4,0.97,17,11,2,4,38,30,8,35,2.06,27.8,28.3,-0.5,-0.03,545,202,37.1,16.03,5.94,0.12,0.32,16.9,15,2022,portugal,primeira_liga
304,Casa Pia,31,28.3,42.0,34,374,3060,34,29,20,49,26,3,4,99,6,37.6,34.5,27.6,62.1,503,1062,0.85,0.59,1.44,0.76,1.35,1.11,0.81,1.92,1.01,1.83,17,11,2,4,31,18,13,35,2.06,28.5,16.2,12.3,0.72,17,8,4,5,21,20,1,28,1.65,16.6,23.1,-6.4,-0.38,352,115,32.7,10.35,3.38,0.1,0.3,19.5,7,2022,portugal,primeira_liga
305,Chaves,31,27.5,46.3,34,374,3060,34,34,17,51,27,7,10,110,10,44.9,37.1,26.9,64.0,521,1209,1.0,0.5,1.5,0.79,1.29,1.32,0.79,2.11,1.09,1.88,17,8,4,5,20,18,2,28,1.65,18.9,16.6,2.3,0.14,17,8,3,6,16,17,-1,27,1.59,13.9,15.9,-2.0,-0.12,374,111,29.7,11.0,3.26,0.07,0.23,19.2,15,2022,portugal,primeira_liga
306,Estoril,33,24.6,47.6,34,374,3060,34,33,26,59,30,3,4,99,5,33.4,30.3,22.3,52.6,500,1015,0.97,0.76,1.74,0.88,1.65,0.98,0.66,1.64,0.89,1.55,17,7,3,7,26,26,0,24,1.41,22.9,21.3,1.6,0.09,17,6,4,7,28,24,4,22,1.29,24.7,28.2,-3.5,-0.21,391,135,34.5,11.5,3.97,0.12,0.35,18.4,21,2022,portugal,primeira_liga
307,Famalicão,33,24.0,47.1,34,374,3060,34,37,31,68,34,3,5,86,7,37.6,33.7,29.1,62.8,515,1096,1.09,0.91,2.0,1.0,1.91,1.11,0.86,1.96,0.99,1.85,17,6,6,5,21,21,0,24,1.41,17.4,22.6,-5.2,-0.31,17,4,6,7,16,20,-4,18,1.06,18.4,23.1,-4.7,-0.27,369,105,28.5,10.85,3.09,0.08,0.27,17.6,13,2022,portugal,primeira_liga
308,Gil Vicente FC,32,25.9,53.7,34,374,3060,34,31,19,50,26,5,8,81,2,45.2,39.0,29.1,68.2,576,1428,0.91,0.56,1.47,0.76,1.32,1.33,0.86,2.19,1.15,2.0,17,3,5,9,10,18,-8,14,0.82,12.2,18.4,-6.2,-0.37,17,7,3,7,28,32,-4,24,1.41,17.2,24.6,-7.5,-0.44,446,118,26.5,13.12,3.47,0.08,0.29,18.7,24,2022,portugal,primeira_liga
309,Marítimo,39,26.7,48.4,34,374,3060,34,31,21,52,27,4,7,107,10,43.4,37.9,29.2,67.1,486,1199,0.91,0.62,1.53,0.79,1.41,1.28,0.86,2.13,1.12,1.97,17,6,4,7,24,23,1,22,1.29,24.8,24.4,0.4,0.02,17,4,3,10,22,28,-6,15,0.88,19.5,31.2,-11.8,-0.69,389,142,36.5,11.44,4.18,0.11,0.29,19.1,18,2022,portugal,primeira_liga
310,Paços,36,26.6,46.5,34,374,3060,34,25,17,42,22,3,3,111,10,32.9,30.5,24.1,54.6,523,1040,0.74,0.5,1.24,0.65,1.15,0.97,0.71,1.68,0.9,1.61,17,6,8,3,25,20,5,26,1.53,20.7,16.0,4.7,0.28,17,0,11,6,13,23,-10,11,0.65,18.1,26.5,-8.5,-0.5,351,128,36.5,10.32,3.76,0.1,0.28,18.1,7,2022,portugal,primeira_liga
311,Portimonense,35,25.8,48.9,34,374,3060,34,25,15,40,22,3,7,99,4,39.8,34.3,27.7,62.1,389,1072,0.74,0.44,1.18,0.65,1.09,1.17,0.82,1.99,1.01,1.83,17,6,7,4,28,22,6,25,1.47,22.0,26.5,-4.6,-0.27,17,3,2,12,14,30,-16,11,0.65,18.6,22.9,-4.3,-0.25,393,110,28.0,11.56,3.24,0.09,0.31,19.4,12,2022,portugal,primeira_liga
312,Porto,28,27.5,58.4,34,374,3060,34,71,49,120,61,10,12,77,5,74.0,65.2,52.6,117.8,741,1624,2.09,1.44,3.53,1.79,3.24,2.18,1.55,3.72,1.92,3.47,17,8,1,8,25,18,7,25,1.47,19.8,21.3,-1.4,-0.08,17,1,5,11,24,40,-16,8,0.47,19.4,30.4,-11.0,-0.65,375,118,31.5,11.03,3.47,0.09,0.29,19.7,22,2022,portugal,primeira_liga
313,Rio Ave,30,26.9,48.6,34,374,3060,34,35,29,64,32,3,6,92,6,35.8,30.9,26.5,57.4,523,1148,1.03,0.85,1.88,0.94,1.79,1.05,0.78,1.83,0.91,1.69,17,6,3,8,22,27,-5,21,1.24,22.2,24.5,-2.3,-0.13,17,1,9,7,11,26,-15,12,0.71,16.4,24.9,-8.5,-0.5,563,177,31.4,16.56,5.21,0.1,0.32,16.9,19,2022,portugal,primeira_liga
314,Santa Clara,34,25.0,42.4,34,374,3060,34,26,18,44,20,6,7,114,7,35.2,29.7,22.9,52.7,402,919,0.76,0.53,1.29,0.59,1.12,1.03,0.67,1.71,0.87,1.55,17,4,8,5,21,30,-9,20,1.18,21.7,24.3,-2.6,-0.15,17,3,3,11,18,32,-14,12,0.71,14.3,29.5,-15.2,-0.89,346,98,28.3,10.18,2.88,0.08,0.29,18.9,12,2022,portugal,primeira_liga
315,Sporting CP,32,25.8,63.1,34,374,3060,34,66,51,117,59,7,10,88,3,69.9,62.0,50.1,112.1,875,1847,1.94,1.5,3.44,1.74,3.24,2.06,1.47,3.53,1.82,3.3,17,3,6,8,18,31,-13,15,0.88,19.4,26.8,-7.5,-0.44,17,5,2,10,21,41,-20,17,1.0,15.9,29.9,-14.0,-0.82,555,211,38.0,16.32,6.21,0.16,0.42,15.9,13,2022,portugal,primeira_liga
316,Vitória,35,24.3,47.8,34,374,3060,34,34,25,59,29,5,5,118,10,35.1,31.4,24.9,56.3,516,1132,1.0,0.74,1.74,0.85,1.59,1.03,0.73,1.77,0.92,1.66,17,3,5,9,20,32,-12,14,0.82,24.1,21.9,2.2,0.13,17,2,6,9,16,34,-18,12,0.71,16.5,29.5,-13.0,-0.77,452,135,29.9,13.29,3.97,0.1,0.33,18.2,11,2022,portugal,primeira_liga
317,Vizela,30,25.8,45.5,34,374,3060,34,30,24,54,29,1,3,102,5,42.2,40.0,30.5,70.5,419,1150,0.88,0.71,1.59,0.85,1.56,1.24,0.9,2.14,1.18,2.07,17,3,4,10,21,37,-16,13,0.76,18.0,27.4,-9.5,-0.56,17,2,4,11,10,35,-25,10,0.59,16.3,33.1,-16.8,-0.99,420,134,31.9,12.35,3.94,0.08,0.24,18.4,15,2022,portugal,primeira_liga
318,Arouca,35,27.0,49.9,34,374,3060,34,30,18,48,28,2,3,97,6,35.1,32.7,23.9,56.7,410,1187,0.88,0.53,1.41,0.82,1.35,1.03,0.7,1.74,0.96,1.67,17,17,0,0,57,11,46,51,3.0,40.9,11.4,29.6,1.74,17,12,3,2,39,18,21,39,2.29,31.6,15.0,16.6,0.98,459,157,34.2,13.5,4.62,0.1,0.31,19.5,16,2021,portugal,primeira_liga
319,B-SAD,37,25.4,43.5,34,372,3060,34,22,11,33,19,3,3,118,11,30.9,28.6,20.7,49.3,329,850,0.65,0.32,0.97,0.56,0.88,0.91,0.61,1.52,0.84,1.45,17,15,2,0,48,7,41,47,2.76,46.2,12.5,33.7,1.98,17,10,3,4,29,21,8,33,1.94,30.8,19.5,11.3,0.66,581,231,39.8,17.09,6.79,0.12,0.31,16.7,20,2021,portugal,primeira_liga
320,Benfica,35,27.0,60.9,34,374,3060,34,77,58,135,72,5,5,81,3,73.1,69.1,54.9,124.0,800,1819,2.26,1.71,3.97,2.12,3.82,2.15,1.62,3.76,2.03,3.65,17,11,4,2,35,13,22,37,2.18,37.4,11.5,25.9,1.52,17,11,2,4,28,14,14,35,2.06,27.1,17.1,10.0,0.59,334,106,31.7,9.82,3.12,0.1,0.31,18.4,11,2021,portugal,primeira_liga
321,Boavista,28,26.3,44.6,34,371,3060,34,39,28,67,36,3,4,120,10,35.5,32.3,24.4,56.7,477,841,1.15,0.82,1.97,1.06,1.88,1.04,0.72,1.76,0.95,1.67,17,10,3,4,33,20,13,33,1.94,35.8,19.4,16.4,0.97,17,11,2,4,38,30,8,35,2.06,27.8,28.3,-0.5,-0.03,545,202,37.1,16.03,5.94,0.12,0.32,16.9,15,2021,portugal,primeira_liga
322,Braga,40,25.0,53.7,34,374,3060,34,52,34,86,47,5,6,83,5,53.1,48.3,37.1,85.4,568,1391,1.53,1.0,2.53,1.38,2.38,1.56,1.09,2.65,1.42,2.51,17,11,2,4,31,18,13,35,2.06,28.5,16.2,12.3,0.72,17,8,4,5,21,20,1,28,1.65,16.6,23.1,-6.4,-0.38,352,115,32.7,10.35,3.38,0.1,0.3,19.5,7,2021,portugal,primeira_liga
323,Estoril,31,25.1,47.4,34,374,3060,34,35,25,60,29,6,7,101,8,35.6,30.2,24.1,54.3,501,1176,1.03,0.74,1.76,0.85,1.59,1.05,0.71,1.76,0.89,1.6,17,8,4,5,20,18,2,28,1.65,18.9,16.6,2.3,0.14,17,8,3,6,16,17,-1,27,1.59,13.9,15.9,-2.0,-0.12,374,111,29.7,11.0,3.26,0.07,0.23,19.2,15,2021,portugal,primeira_liga
324,Famalicão,37,23.7,47.4,34,374,3060,34,43,32,75,40,3,5,104,5,47.4,44.2,32.9,77.1,519,1201,1.26,0.94,2.21,1.18,2.12,1.39,0.97,2.36,1.3,2.27,17,7,3,7,26,26,0,24,1.41,22.9,21.3,1.6,0.09,17,6,4,7,28,24,4,22,1.29,24.7,28.2,-3.5,-0.21,391,135,34.5,11.5,3.97,0.12,0.35,18.4,21,2021,portugal,primeira_liga
325,Gil Vicente FC,29,25.9,54.4,34,374,3060,34,47,32,79,44,3,5,88,4,42.5,38.8,31.6,70.3,479,1429,1.38,0.94,2.32,1.29,2.24,1.25,0.93,2.18,1.14,2.07,17,6,6,5,21,21,0,24,1.41,17.4,22.6,-5.2,-0.31,17,4,6,7,16,20,-4,18,1.06,18.4,23.1,-4.7,-0.27,369,105,28.5,10.85,3.09,0.08,0.27,17.6,13,2021,portugal,primeira_liga
326,Marítimo,30,27.2,48.7,34,374,3060,34,38,21,59,33,5,7,110,8,34.7,29.9,22.0,52.0,466,996,1.12,0.62,1.74,0.97,1.59,1.02,0.65,1.67,0.88,1.53,17,3,5,9,10,18,-8,14,0.82,12.2,18.4,-6.2,-0.37,17,7,3,7,28,32,-4,24,1.41,17.2,24.6,-7.5,-0.44,446,118,26.5,13.12,3.47,0.08,0.29,18.7,24,2021,portugal,primeira_liga
